#o3_ppb	temp	humid	time
5.59	4.5	86	2014-02-01T23:18:00
6.27	4.5	86	2014-02-01T23:17:00
6.6	4.56	85.8	2014-02-01T23:16:00
8.55	4.6	85.6	2014-02-01T23:15:00
8.84	4.6	85.6	2014-02-01T23:14:00
7.21	4.6	85.6	2014-02-01T23:13:00
7.04	4.6	85.6	2014-02-01T23:12:00
7.72	4.6	85.6	2014-02-01T23:11:00
9.06	4.6	85.6	2014-02-01T23:10:00
7.76	4.6	85.6	2014-02-01T23:09:00
5.47	4.6	85.6	2014-02-01T23:08:00
5.51	4.6	85.6	2014-02-01T23:07:00
7.32	4.6	85.9	2014-02-01T23:06:00
7.43	4.6	86.2	2014-02-01T23:05:00
5.88	4.6	86.2	2014-02-01T23:04:00
7.57	4.6	86.2	2014-02-01T23:03:00
5.85	4.6	86.2	2014-02-01T23:02:00
4.9	4.6	86.2	2014-02-01T23:01:00
7.1	4.6	86.2	2014-02-01T23:00:00
9.17	4.6	86.2	2014-02-01T22:59:00
8.29	4.6	86.2	2014-02-01T22:58:00
7.72	4.6	86.2	2014-02-01T22:57:00
7.1	4.6	86.1	2014-02-01T22:56:00
6.51	4.6	86.1	2014-02-01T22:55:00
5.69	4.6	86.1	2014-02-01T22:54:00
6.97	4.6	86.1	2014-02-01T22:53:00
8.15	4.6	86.1	2014-02-01T22:52:00
7.76	4.6	86.1	2014-02-01T22:51:00
8.55	4.6	86.1	2014-02-01T22:50:00
8.63	4.6	86.1	2014-02-01T22:49:00
8.16	4.6	86.1	2014-02-01T22:48:00
6.17	4.6	86.1	2014-02-01T22:47:00
5.2	4.54	85.9	2014-02-01T22:46:00
5.68	4.5	85.7	2014-02-01T22:45:00
7.64	4.5	85.7	2014-02-01T22:44:00
8.51	4.5	85.7	2014-02-01T22:43:00
8.83	4.5	85.7	2014-02-01T22:42:00
8.96	4.5	85.7	2014-02-01T22:41:00
8.69	4.5	85.7	2014-02-01T22:40:00
10.1	4.5	85.7	2014-02-01T22:39:00
11.17	4.5	85.7	2014-02-01T22:38:00
10.24	4.5	85.7	2014-02-01T22:37:00
9.18	4.61	85.3	2014-02-01T22:36:00
9.24	4.7	84.9	2014-02-01T22:35:00
9.32	4.7	84.9	2014-02-01T22:34:00
9.08	4.7	84.9	2014-02-01T22:33:00
8.07	4.7	84.9	2014-02-01T22:32:00
6.75	4.7	84.9	2014-02-01T22:31:00
5.29	4.7	84.9	2014-02-01T22:30:00
7.03	4.7	84.9	2014-02-01T22:29:00
8.09	4.7	84.9	2014-02-01T22:28:00
8.17	4.7	84.9	2014-02-01T22:27:00
8.67	4.7	84.4	2014-02-01T22:26:00
7.39	4.7	84	2014-02-01T22:25:00
9.24	4.7	84	2014-02-01T22:24:00
9.38	4.7	84	2014-02-01T22:23:00
10.58	4.7	84	2014-02-01T22:22:00
11.05	4.7	84	2014-02-01T22:21:00
10.99	4.7	84	2014-02-01T22:20:00
9.92	4.7	84	2014-02-01T22:19:00
9.33	4.7	84	2014-02-01T22:18:00
10.02	4.7	84	2014-02-01T22:17:00
10.45	4.75	83.7	2014-02-01T22:16:00
11.12	4.8	83.4	2014-02-01T22:15:00
10.6	4.8	83.4	2014-02-01T22:14:00
7.7	4.8	83.4	2014-02-01T22:13:00
6.43	4.8	83.4	2014-02-01T22:12:00
8.84	4.8	83.4	2014-02-01T22:11:00
7.05	4.8	83.4	2014-02-01T22:10:00
5.8	4.8	83.4	2014-02-01T22:09:00
6.45	4.8	83.4	2014-02-01T22:08:00
6.47	4.8	83.4	2014-02-01T22:07:00
6.45	4.8	83.2	2014-02-01T22:06:00
7.63	4.8	83	2014-02-01T22:05:00
7.65	4.8	83	2014-02-01T22:04:00
11.83	4.8	83	2014-02-01T22:03:00
13	4.8	83	2014-02-01T22:02:00
12.75	4.8	83	2014-02-01T22:01:00
10.37	4.8	83	2014-02-01T22:00:00
6.21	4.8	83	2014-02-01T21:59:00
7.1	4.8	83	2014-02-01T21:58:00
7.6	4.8	83	2014-02-01T21:57:00
6.18	4.75	82.9	2014-02-01T21:56:00
5.46	4.7	82.9	2014-02-01T21:55:00
5.81	4.7	82.9	2014-02-01T21:54:00
6.04	4.7	82.9	2014-02-01T21:53:00
8.81	4.7	82.9	2014-02-01T21:52:00
9.3	4.7	82.9	2014-02-01T21:51:00
5.32	4.7	82.9	2014-02-01T21:50:00
4.33	4.7	82.9	2014-02-01T21:49:00
5.54	4.7	82.9	2014-02-01T21:48:00
4.74	4.7	82.9	2014-02-01T21:47:00
4.77	4.81	82.2	2014-02-01T21:46:00
8.23	4.9	81.7	2014-02-01T21:45:00
9.48	4.9	81.7	2014-02-01T21:44:00
12.6	4.9	81.7	2014-02-01T21:43:00
8.81	4.9	81.7	2014-02-01T21:42:00
7.71	4.9	81.7	2014-02-01T21:41:00
7.89	4.9	81.7	2014-02-01T21:40:00
6.17	4.9	81.7	2014-02-01T21:39:00
7.82	4.9	81.7	2014-02-01T21:38:00
9.63	4.9	81.7	2014-02-01T21:37:00
9.78	4.9	81.3	2014-02-01T21:36:00
10.35	4.9	80.9	2014-02-01T21:35:00
13.26	4.9	80.9	2014-02-01T21:34:00
13.77	4.9	80.9	2014-02-01T21:33:00
8.81	4.9	80.9	2014-02-01T21:32:00
9.25	4.9	80.9	2014-02-01T21:31:00
11.91	4.9	80.9	2014-02-01T21:30:00
11.7	4.9	80.9	2014-02-01T21:29:00
9.01	4.9	80.9	2014-02-01T21:28:00
6.51	4.9	80.9	2014-02-01T21:27:00
5.74	4.96	79.5	2014-02-01T21:26:00
9.2	5	78.3	2014-02-01T21:25:00
9.67	5	78.3	2014-02-01T21:24:00
8.76	5	78.3	2014-02-01T21:23:00
10.96	5	78.3	2014-02-01T21:22:00
11.6	5	78.3	2014-02-01T21:21:00
11.55	5	78.3	2014-02-01T21:20:00
12.03	5	78.3	2014-02-01T21:19:00
10.09	5	78.3	2014-02-01T21:18:00
11.7	5	78.3	2014-02-01T21:17:00
12.5	4.94	77.8	2014-02-01T21:16:00
14.62	4.9	77.4	2014-02-01T21:15:00
15.02	4.9	77.4	2014-02-01T21:14:00
17.37	4.9	77.4	2014-02-01T21:13:00
20.33	4.9	77.4	2014-02-01T21:12:00
20.71	4.9	77.4	2014-02-01T21:11:00
21.24	4.9	77.4	2014-02-01T21:10:00
20.94	4.9	77.4	2014-02-01T21:09:00
21.16	4.9	77.4	2014-02-01T21:08:00
21.33	4.9	77.4	2014-02-01T21:07:00
21.07	5.01	76.2	2014-02-01T21:06:00
21.37	5.1	75.1	2014-02-01T21:05:00
21.71	5.1	75.1	2014-02-01T21:04:00
21.53	5.1	75.1	2014-02-01T21:03:00
21.11	5.1	75.1	2014-02-01T21:02:00
21.02	5.1	75.1	2014-02-01T21:01:00
20.61	5.1	75.1	2014-02-01T21:00:00
20.26	5.1	75.1	2014-02-01T20:59:00
18.9	5.1	75.1	2014-02-01T20:58:00
18.61	5.1	75.1	2014-02-01T20:57:00
18.86	5.21	73.9	2014-02-01T20:56:00
20.02	5.3	73	2014-02-01T20:55:00
20.27	5.3	73	2014-02-01T20:54:00
20.76	5.3	73	2014-02-01T20:53:00
20.67	5.3	73	2014-02-01T20:52:00
20.66	5.3	73	2014-02-01T20:51:00
21.25	5.3	73	2014-02-01T20:50:00
21.76	5.3	73	2014-02-01T20:49:00
21.11	5.3	73	2014-02-01T20:48:00
20.05	5.3	73	2014-02-01T20:47:00
20.25	5.36	71.5	2014-02-01T20:46:00
19.8	5.4	70.3	2014-02-01T20:45:00
19.94	5.4	70.3	2014-02-01T20:44:00
20.02	5.4	70.3	2014-02-01T20:43:00
20.04	5.4	70.3	2014-02-01T20:42:00
20.36	5.4	70.3	2014-02-01T20:41:00
20.3	5.4	70.3	2014-02-01T20:40:00
21.06	5.4	70.3	2014-02-01T20:39:00
21.07	5.4	70.3	2014-02-01T20:38:00
19.79	5.4	70.3	2014-02-01T20:37:00
18.57	5.51	68.9	2014-02-01T20:36:00
18.33	5.6	67.7	2014-02-01T20:35:00
20.01	5.6	67.7	2014-02-01T20:34:00
21	5.6	67.7	2014-02-01T20:33:00
21.09	5.6	67.7	2014-02-01T20:32:00
19.82	5.6	67.7	2014-02-01T20:31:00
20.64	5.6	67.7	2014-02-01T20:30:00
21.28	5.6	67.7	2014-02-01T20:29:00
22.04	5.6	67.7	2014-02-01T20:28:00
21.76	5.6	67.7	2014-02-01T20:27:00
22	5.65	66.1	2014-02-01T20:26:00
21.86	5.7	64.8	2014-02-01T20:25:00
21.45	5.7	64.8	2014-02-01T20:24:00
20.7	5.7	64.8	2014-02-01T20:23:00
20.29	5.7	64.8	2014-02-01T20:22:00
19.62	5.7	64.8	2014-02-01T20:21:00
19.97	5.7	64.8	2014-02-01T20:20:00
19.43	5.7	64.8	2014-02-01T20:19:00
17.67	5.7	64.8	2014-02-01T20:18:00
16.05	5.7	64.8	2014-02-01T20:17:00
16.54	6.03	61.3	2014-02-01T20:16:00
15.55	6.3	58.5	2014-02-01T20:15:00
15.62	6.3	58.5	2014-02-01T20:14:00
15.16	6.3	58.5	2014-02-01T20:13:00
13.88	6.3	58.5	2014-02-01T20:12:00
13.75	6.3	58.5	2014-02-01T20:11:00
12.76	6.3	58.5	2014-02-01T20:10:00
10.74	6.3	58.5	2014-02-01T20:09:00
9.46	6.3	58.5	2014-02-01T20:08:00
9.09	6.3	58.5	2014-02-01T20:07:00
6.46	6.41	58.4	2014-02-01T20:06:00
4.71	6.5	58.3	2014-02-01T20:05:00
2.29	6.5	58.3	2014-02-01T20:04:00
1.85	6.5	58.3	2014-02-01T20:03:00
1.61	6.5	58.3	2014-02-01T20:02:00
1.45	6.5	58.3	2014-02-01T20:01:00
2.45	6.5	58.3	2014-02-01T20:00:00
3.03	6.5	58.3	2014-02-01T19:59:00
3.42	6.5	58.3	2014-02-01T19:58:00
3.5	6.5	58.3	2014-02-01T19:57:00
3.2	6.5	57.1	2014-02-01T19:56:00
2.82	6.5	56.2	2014-02-01T19:55:00
1.59	6.5	56.2	2014-02-01T19:54:00
2.46	6.5	56.2	2014-02-01T19:53:00
2.46	6.5	56.2	2014-02-01T19:52:00
3.09	6.5	56.2	2014-02-01T19:51:00
3.68	6.5	56.2	2014-02-01T19:50:00
2.55	6.5	56.2	2014-02-01T19:49:00
2.03	6.5	56.2	2014-02-01T19:48:00
2.15	6.5	56.2	2014-02-01T19:47:00
2.96	6.5	56.3	2014-02-01T19:46:00
2.72	6.5	56.3	2014-02-01T19:45:00
3.61	6.5	56.3	2014-02-01T19:44:00
4.19	6.5	56.3	2014-02-01T19:43:00
3.69	6.5	56.3	2014-02-01T19:42:00
2.53	6.5	56.3	2014-02-01T19:41:00
3.64	6.5	56.3	2014-02-01T19:40:00
3.39	6.5	56.3	2014-02-01T19:39:00
1.77	6.5	56.3	2014-02-01T19:38:00
1.63	6.5	56.3	2014-02-01T19:37:00
2.09	6.55	56.3	2014-02-01T19:36:00
2.1	6.6	56.3	2014-02-01T19:35:00
2.06	6.6	56.3	2014-02-01T19:34:00
1.56	6.6	56.3	2014-02-01T19:33:00
1.77	6.6	56.3	2014-02-01T19:32:00
1.98	6.6	56.3	2014-02-01T19:31:00
1.75	6.6	56.3	2014-02-01T19:30:00
1.22	6.6	56.3	2014-02-01T19:29:00
1.03	6.6	56.3	2014-02-01T19:28:00
0.91	6.6	56.3	2014-02-01T19:27:00
0.85	6.6	55.8	2014-02-01T19:26:00
0.99	6.6	55.4	2014-02-01T19:25:00
0.91	6.6	55.4	2014-02-01T19:24:00
0.81	6.6	55.4	2014-02-01T19:23:00
0.84	6.6	55.4	2014-02-01T19:22:00
0.9	6.6	55.4	2014-02-01T19:21:00
0.93	6.6	55.4	2014-02-01T19:20:00
0.79	6.6	55.4	2014-02-01T19:19:00
1.07	6.6	55.4	2014-02-01T19:18:00
1.7	6.6	55.4	2014-02-01T19:17:00
1.67	6.6	56.1	2014-02-01T19:16:00
1.35	6.6	56.6	2014-02-01T19:15:00
1.25	6.6	56.6	2014-02-01T19:14:00
1.05	6.6	56.6	2014-02-01T19:13:00
1.09	6.6	56.6	2014-02-01T19:12:00
1.15	6.6	56.6	2014-02-01T19:11:00
1.08	6.6	56.6	2014-02-01T19:10:00
1.14	6.6	56.6	2014-02-01T19:09:00
1.06	6.6	56.6	2014-02-01T19:08:00
1.02	6.6	56.6	2014-02-01T19:07:00
1.06	6.54	55.4	2014-02-01T19:06:00
0.97	6.5	54.5	2014-02-01T19:05:00
1.24	6.5	54.5	2014-02-01T19:04:00
1.23	6.5	54.5	2014-02-01T19:03:00
1.09	6.5	54.5	2014-02-01T19:02:00
1.69	6.5	54.5	2014-02-01T19:01:00
2.08	6.5	54.5	2014-02-01T19:00:00
1.69	6.5	54.5	2014-02-01T18:59:00
2.94	6.5	54.5	2014-02-01T18:58:00
4.73	6.5	54.5	2014-02-01T18:57:00
4.57	6.61	54.3	2014-02-01T18:56:00
4.05	6.7	54.1	2014-02-01T18:55:00
3.13	6.7	54.1	2014-02-01T18:54:00
2.99	6.7	54.1	2014-02-01T18:53:00
3.23	6.7	54.1	2014-02-01T18:52:00
2.52	6.7	54.1	2014-02-01T18:51:00
1.24	6.7	54.1	2014-02-01T18:50:00
1.59	6.7	54.1	2014-02-01T18:49:00
2.05	6.7	54.1	2014-02-01T18:48:00
2.02	6.7	54.1	2014-02-01T18:47:00
2.33	6.7	54	2014-02-01T18:46:00
3.06	6.7	53.9	2014-02-01T18:45:00
1.89	6.7	53.9	2014-02-01T18:44:00
0.96	6.7	53.9	2014-02-01T18:43:00
0.62	6.7	53.9	2014-02-01T18:42:00
0.47	6.7	53.9	2014-02-01T18:41:00
0.51	6.7	53.9	2014-02-01T18:40:00
0.7	6.7	53.9	2014-02-01T18:39:00
0.73	6.7	53.9	2014-02-01T18:38:00
0.8	6.7	53.9	2014-02-01T18:37:00
0.8	6.65	54	2014-02-01T18:36:00
0.65	6.6	54.1	2014-02-01T18:35:00
0.65	6.6	54.1	2014-02-01T18:34:00
0.7	6.6	54.1	2014-02-01T18:33:00
0.61	6.6	54.1	2014-02-01T18:32:00
0.5	6.6	54.1	2014-02-01T18:31:00
0.7	6.6	54.1	2014-02-01T18:30:00
0.64	6.6	54.1	2014-02-01T18:29:00
0.53	6.6	54.1	2014-02-01T18:28:00
0.56	6.6	54.1	2014-02-01T18:27:00
0.55	6.71	53.8	2014-02-01T18:26:00
0.63	6.8	53.6	2014-02-01T18:25:00
0.71	6.8	53.6	2014-02-01T18:24:00
0.6	6.8	53.6	2014-02-01T18:23:00
0.52	6.8	53.6	2014-02-01T18:22:00
0.58	6.8	53.6	2014-02-01T18:21:00
0.67	6.8	53.6	2014-02-01T18:20:00
0.65	6.8	53.6	2014-02-01T18:19:00
0.6	6.8	53.6	2014-02-01T18:18:00
0.65	6.8	53.6	2014-02-01T18:17:00
0.63	6.91	52.1	2014-02-01T18:16:00
0.57	7	50.9	2014-02-01T18:15:00
0.63	7	50.9	2014-02-01T18:14:00
0.75	7	50.9	2014-02-01T18:13:00
0.94	7	50.9	2014-02-01T18:12:00
1.1	7	50.9	2014-02-01T18:11:00
1.26	7	50.9	2014-02-01T18:10:00
2.13	7	50.9	2014-02-01T18:09:00
3.1	7	50.9	2014-02-01T18:08:00
4.64	7	50.9	2014-02-01T18:07:00
5.07	7.06	50.3	2014-02-01T18:06:00
4.18	7.1	49.8	2014-02-01T18:05:00
5.3	7.1	49.8	2014-02-01T18:04:00
5.87	7.1	49.8	2014-02-01T18:03:00
7.24	7.1	49.8	2014-02-01T18:02:00
10.07	7.1	49.8	2014-02-01T18:01:00
11.2	7.1	49.8	2014-02-01T18:00:00
10.26	7.1	49.8	2014-02-01T17:59:00
9.26	7.1	49.8	2014-02-01T17:58:00
9.32	7.1	49.8	2014-02-01T17:57:00
8.76	7.04	50.1	2014-02-01T17:56:00
6.16	7	50.4	2014-02-01T17:55:00
4.04	7	50.4	2014-02-01T17:54:00
6.35	7	50.4	2014-02-01T17:53:00
6.86	7	50.4	2014-02-01T17:52:00
6.23	7	50.4	2014-02-01T17:51:00
6.89	7	50.4	2014-02-01T17:50:00
5.89	7	50.4	2014-02-01T17:49:00
4.96	7	50.4	2014-02-01T17:48:00
4.88	7	50.4	2014-02-01T17:47:00
7.1	7	50.3	2014-02-01T17:46:00
8.85	7	50.3	2014-02-01T17:45:00
10.71	7	50.3	2014-02-01T17:44:00
10.6	7	50.3	2014-02-01T17:43:00
9.38	7	50.3	2014-02-01T17:42:00
10.37	7	50.3	2014-02-01T17:41:00
11.37	7	50.3	2014-02-01T17:40:00
13	7	50.3	2014-02-01T17:39:00
14.58	7	50.3	2014-02-01T17:38:00
15.98	7	50.3	2014-02-01T17:37:00
14.46	6.94	50.5	2014-02-01T17:36:00
13.45	6.9	50.6	2014-02-01T17:35:00
14.83	6.9	50.6	2014-02-01T17:34:00
13.07	6.9	50.6	2014-02-01T17:33:00
11.31	6.9	50.6	2014-02-01T17:32:00
7.34	6.9	50.6	2014-02-01T17:31:00
5.04	6.9	50.6	2014-02-01T17:30:00
7.78	6.9	50.6	2014-02-01T17:29:00
8.55	6.9	50.6	2014-02-01T17:28:00
9.43	6.9	50.6	2014-02-01T17:27:00
7.45	6.96	50.7	2014-02-01T17:26:00
4.6	7	50.7	2014-02-01T17:25:00
5.71	7	50.7	2014-02-01T17:24:00
6.93	7	50.7	2014-02-01T17:23:00
6.44	7	50.7	2014-02-01T17:22:00
4.66	7	50.7	2014-02-01T17:21:00
6.39	7	50.7	2014-02-01T17:20:00
7.96	7	50.7	2014-02-01T17:19:00
5.68	7	50.7	2014-02-01T17:18:00
3.97	7	50.7	2014-02-01T17:17:00
3.6	7	50.7	2014-02-01T17:16:00
3.84	7	50.7	2014-02-01T17:15:00
2.83	7	50.7	2014-02-01T17:14:00
3.14	7	50.7	2014-02-01T17:13:00
5	7	50.7	2014-02-01T17:12:00
5.46	7	50.7	2014-02-01T17:11:00
6.39	7	50.7	2014-02-01T17:10:00
6.02	7	50.7	2014-02-01T17:09:00
5.18	7	50.7	2014-02-01T17:08:00
4.59	7	50.7	2014-02-01T17:07:00
5.68	7.06	50.6	2014-02-01T17:06:00
6.79	7.1	50.6	2014-02-01T17:05:00
8.48	7.1	50.6	2014-02-01T17:04:00
8.07	7.1	50.6	2014-02-01T17:03:00
9.52	7.1	50.6	2014-02-01T17:02:00
9.51	7.1	50.6	2014-02-01T17:01:00
7.12	7.1	50.6	2014-02-01T17:00:00
8.71	7.1	50.6	2014-02-01T16:59:00
8.52	7.1	50.6	2014-02-01T16:58:00
8.02	7.1	50.6	2014-02-01T16:57:00
8.39	7.04	50.4	2014-02-01T16:56:00
6.22	7	50.2	2014-02-01T16:55:00
10.24	7	50.2	2014-02-01T16:54:00
10.48	7	50.2	2014-02-01T16:53:00
8.58	7	50.2	2014-02-01T16:52:00
9.88	7	50.2	2014-02-01T16:51:00
8.77	7	50.2	2014-02-01T16:50:00
6.29	7	50.2	2014-02-01T16:49:00
7.3	7	50.2	2014-02-01T16:48:00
9.68	7	50.2	2014-02-01T16:47:00
8.98	7	49.9	2014-02-01T16:46:00
10.15	7	49.6	2014-02-01T16:45:00
8.52	7	49.6	2014-02-01T16:44:00
8.22	7	49.6	2014-02-01T16:43:00
9.54	7	49.6	2014-02-01T16:42:00
10.82	7	49.6	2014-02-01T16:41:00
10.77	7	49.6	2014-02-01T16:40:00
14.09	7	49.6	2014-02-01T16:39:00
9.77	7	49.6	2014-02-01T16:38:00
8.64	7	49.6	2014-02-01T16:37:00
9.11	7.17	48.9	2014-02-01T16:36:00
9.17	7.3	48.4	2014-02-01T16:35:00
9.84	7.3	48.4	2014-02-01T16:34:00
10.52	7.3	48.4	2014-02-01T16:33:00
13.7	7.3	48.4	2014-02-01T16:32:00
10.57	7.3	48.4	2014-02-01T16:31:00
8.37	7.3	48.4	2014-02-01T16:30:00
9.24	7.3	48.4	2014-02-01T16:29:00
8.13	7.3	48.4	2014-02-01T16:28:00
11.62	7.3	48.4	2014-02-01T16:27:00
10.23	7.25	48.3	2014-02-01T16:26:00
10.74	7.2	48.2	2014-02-01T16:25:00
8.08	7.2	48.2	2014-02-01T16:24:00
7.58	7.2	48.2	2014-02-01T16:23:00
8.96	7.2	48.2	2014-02-01T16:22:00
9.66	7.2	48.2	2014-02-01T16:21:00
10.82	7.2	48.2	2014-02-01T16:20:00
9.09	7.2	48.2	2014-02-01T16:19:00
10.85	7.2	48.2	2014-02-01T16:18:00
14.87	7.2	48.2	2014-02-01T16:17:00
13.24	7.36	47.4	2014-02-01T16:16:00
9.19	7.5	46.8	2014-02-01T16:15:00
11.59	7.5	46.8	2014-02-01T16:14:00
13.85	7.5	46.8	2014-02-01T16:13:00
7.57	7.5	46.8	2014-02-01T16:12:00
8.84	7.5	46.8	2014-02-01T16:11:00
13.05	7.5	46.8	2014-02-01T16:10:00
17.43	7.5	46.8	2014-02-01T16:09:00
15.93	7.5	46.8	2014-02-01T16:08:00
17.96	7.5	46.8	2014-02-01T16:07:00
13.85	7.5	46.5	2014-02-01T16:06:00
10.77	7.5	46.3	2014-02-01T16:05:00
8.56	7.5	46.3	2014-02-01T16:04:00
11.2	7.5	46.3	2014-02-01T16:03:00
10.44	7.5	46.3	2014-02-01T16:02:00
10.9	7.5	46.3	2014-02-01T16:01:00
15.32	7.5	46.3	2014-02-01T16:00:00
13.99	7.5	46.3	2014-02-01T15:59:00
13.23	7.5	46.3	2014-02-01T15:58:00
13.3	7.5	46.3	2014-02-01T15:57:00
11.82	7.78	45.4	2014-02-01T15:56:00
14.15	8	44.7	2014-02-01T15:55:00
14.33	8	44.7	2014-02-01T15:54:00
12.94	8	44.7	2014-02-01T15:53:00
9.95	8	44.7	2014-02-01T15:52:00
10.42	8	44.7	2014-02-01T15:51:00
13.12	8	44.7	2014-02-01T15:50:00
13.96	8	44.7	2014-02-01T15:49:00
11	8	44.7	2014-02-01T15:48:00
10.73	8	44.7	2014-02-01T15:47:00
9.43	8.05	44.9	2014-02-01T15:46:00
11.58	8.1	45	2014-02-01T15:45:00
15.15	8.1	45	2014-02-01T15:44:00
13.99	8.1	45	2014-02-01T15:43:00
9.27	8.1	45	2014-02-01T15:42:00
8.17	8.1	45	2014-02-01T15:41:00
8.74	8.1	45	2014-02-01T15:40:00
10.33	8.1	45	2014-02-01T15:39:00
10.88	8.1	45	2014-02-01T15:38:00
11.62	8.1	45	2014-02-01T15:37:00
10	8.15	44.6	2014-02-01T15:36:00
9.51	8.2	44.2	2014-02-01T15:35:00
9.12	8.2	44.2	2014-02-01T15:34:00
10.96	8.2	44.2	2014-02-01T15:33:00
15.22	8.2	44.2	2014-02-01T15:32:00
13.39	8.2	44.2	2014-02-01T15:31:00
13.88	8.2	44.2	2014-02-01T15:30:00
14.98	8.2	44.2	2014-02-01T15:29:00
15.2	8.2	44.2	2014-02-01T15:28:00
12.63	8.2	44.2	2014-02-01T15:27:00
14.01	8.2	45.2	2014-02-01T15:26:00
11.3	8.2	46	2014-02-01T15:25:00
17.96	8.2	46	2014-02-01T15:24:00
17.18	8.2	46	2014-02-01T15:23:00
13.59	8.2	46	2014-02-01T15:22:00
16.65	8.2	46	2014-02-01T15:21:00
14.91	8.2	46	2014-02-01T15:20:00
15.96	8.2	46	2014-02-01T15:19:00
12.51	8.2	46	2014-02-01T15:18:00
9.64	8.2	46	2014-02-01T15:17:00
9.97	8.26	45.6	2014-02-01T15:16:00
10.01	8.3	45.2	2014-02-01T15:15:00
10.21	8.3	45.2	2014-02-01T15:14:00
7.11	8.3	45.2	2014-02-01T15:13:00
6.4	8.3	45.2	2014-02-01T15:12:00
8.36	8.3	45.2	2014-02-01T15:11:00
9.57	8.3	45.2	2014-02-01T15:10:00
12.19	8.3	45.2	2014-02-01T15:09:00
12.34	8.3	45.2	2014-02-01T15:08:00
10.99	8.3	45.2	2014-02-01T15:07:00
12.1	8.24	45.1	2014-02-01T15:06:00
13.35	8.2	45.1	2014-02-01T15:05:00
13.97	8.2	45.1	2014-02-01T15:04:00
13.34	8.2	45.1	2014-02-01T15:03:00
9.02	8.2	45.1	2014-02-01T15:02:00
10.18	8.2	45.1	2014-02-01T15:01:00
12.76	8.2	45.1	2014-02-01T15:00:00
12.05	8.2	45.1	2014-02-01T14:59:00
12.26	8.2	45.1	2014-02-01T14:58:00
12.78	8.2	45.1	2014-02-01T14:57:00
13.33	8.09	46.3	2014-02-01T14:56:00
14.76	8	47.4	2014-02-01T14:55:00
15.17	8	47.4	2014-02-01T14:54:00
15.13	8	47.4	2014-02-01T14:53:00
13.38	8	47.4	2014-02-01T14:52:00
9.7	8	47.4	2014-02-01T14:51:00
14.09	8	47.4	2014-02-01T14:50:00
15.96	8	47.4	2014-02-01T14:49:00
13.01	8	47.4	2014-02-01T14:48:00
10.81	8	47.4	2014-02-01T14:47:00
11.58	7.89	47.8	2014-02-01T14:46:00
12.74	7.8	48.2	2014-02-01T14:45:00
13	7.8	48.2	2014-02-01T14:44:00
11.92	7.8	48.2	2014-02-01T14:43:00
9.61	7.8	48.2	2014-02-01T14:42:00
11.74	7.8	48.2	2014-02-01T14:41:00
14.87	7.8	48.2	2014-02-01T14:40:00
10.57	7.8	48.2	2014-02-01T14:39:00
9.49	7.8	48.2	2014-02-01T14:38:00
11.57	7.8	48.2	2014-02-01T14:37:00
12.58	7.86	48.4	2014-02-01T14:36:00
11.97	7.9	48.6	2014-02-01T14:35:00
12.09	7.9	48.6	2014-02-01T14:34:00
11.32	7.9	48.6	2014-02-01T14:33:00
12.17	7.9	48.6	2014-02-01T14:32:00
10.95	7.9	48.6	2014-02-01T14:31:00
12.05	7.9	48.6	2014-02-01T14:30:00
13.35	7.9	48.6	2014-02-01T14:29:00
10.26	7.9	48.6	2014-02-01T14:28:00
8.87	7.9	48.6	2014-02-01T14:27:00
10.4	7.68	49.4	2014-02-01T14:26:00
14.2	7.5	50	2014-02-01T14:25:00
15.55	7.5	50	2014-02-01T14:24:00
12.01	7.5	50	2014-02-01T14:23:00
11.98	7.5	50	2014-02-01T14:22:00
14.96	7.5	50	2014-02-01T14:21:00
12.22	7.5	50	2014-02-01T14:20:00
11.77	7.5	50	2014-02-01T14:19:00
15.02	7.5	50	2014-02-01T14:18:00
13.56	7.5	50	2014-02-01T14:17:00
11.56	7.56	49.6	2014-02-01T14:16:00
13.42	7.6	49.3	2014-02-01T14:15:00
12.31	7.6	49.3	2014-02-01T14:14:00
12.15	7.6	49.3	2014-02-01T14:13:00
16.49	7.6	49.3	2014-02-01T14:12:00
15.59	7.6	49.3	2014-02-01T14:11:00
11.98	7.6	49.3	2014-02-01T14:10:00
14.96	7.6	49.3	2014-02-01T14:09:00
17.45	7.6	49.3	2014-02-01T14:08:00
20.14	7.6	49.3	2014-02-01T14:07:00
20.29	7.49	49.1	2014-02-01T14:06:00
19.91	7.4	49	2014-02-01T14:05:00
18.42	7.4	49	2014-02-01T14:04:00
16.53	7.4	49	2014-02-01T14:03:00
16.88	7.4	49	2014-02-01T14:02:00
18.09	7.4	49	2014-02-01T14:01:00
17.74	7.4	49	2014-02-01T14:00:00
15.96	7.4	49	2014-02-01T13:59:00
17.36	7.4	49	2014-02-01T13:58:00
17.65	7.4	49	2014-02-01T13:57:00
15.03	7.56	48.7	2014-02-01T13:56:00
12.76	7.7	48.5	2014-02-01T13:55:00
12.41	7.7	48.5	2014-02-01T13:54:00
12.09	7.7	48.5	2014-02-01T13:53:00
11.55	7.7	48.5	2014-02-01T13:52:00
14.41	7.7	48.5	2014-02-01T13:51:00
15.21	7.7	48.5	2014-02-01T13:50:00
14.12	7.7	48.5	2014-02-01T13:49:00
12.91	7.7	48.5	2014-02-01T13:48:00
14.09	7.7	48.5	2014-02-01T13:47:00
